title,totalComments,totalLines,totalViews,totalVotes,versionNumber,aceLanguageName,author.displayName,author.performanceTier,medal,categories,isNotebook,languageName,hasCollaborators,lastRunExecutionTimeSeconds,lastRunTime,scriptVersionDateCreated
Simple way to top 26% - Blended Regression Model,0,541,414,12,7,python,Michal Wilkosz,1,bronze,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 33, 'name': 'random forest', 'description': None, 'totalCount': 1976, 'scriptCount': 1943, 'fullPath': 'technique > random forest', 'listingUrl': None, 'tagUrl': '/tags/random-forest', 'id': 13402, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 13, 'name': 'xgboost', 'description': None, 'totalCount': 1315, 'scriptCount': 1302, 'fullPath': 'packages > xgboost', 'listingUrl': None, 'tagUrl': '/tags/xgboost', 'id': 13403, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 121, 'name': 'linear regression', 'description': None, 'totalCount': 1610, 'scriptCount': 1489, 'fullPath': 'technique > regression > linear regression', 'listingUrl': None, 'tagUrl': '/tags/linear-regression', 'id': 13405, 'isInherited': False}]",TRUE,Python,FALSE,257,2020-10-13,2020-10-13
recon_err,0,342,83,2,10,python,n3n7i,1,,[],FALSE,Python,FALSE,99,2020-10-14,2020-10-14
GFootball with Memory Patterns,2,492,790,17,7,python,Yegor Biryukov,2,bronze,"[{'competitionCount': 0, 'datasetCount': 1298, 'name': 'games', 'description': ""One of the hallmarks of intelligence is the use of games and toys to occupy free time and develop intellectually. Often stored in Mom's basement."", 'totalCount': 1349, 'scriptCount': 51, 'fullPath': 'topic > culture and humanities > games', 'listingUrl': None, 'tagUrl': '/tags/games-and-toys', 'id': 2500, 'isInherited': False}, {'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 3, 'datasetCount': 26, 'name': 'simulations', 'description': None, 'totalCount': 78, 'scriptCount': 49, 'fullPath': 'topic > culture and humanities > games > video games > simulations', 'listingUrl': None, 'tagUrl': '/tags/simulation-games', 'id': 16151, 'isInherited': False}]",TRUE,Python,FALSE,265,2020-10-13,2020-10-13
Random Forest Classification,1,173,29,3,2,python,Arpit Bhushan Sharma,1,,"[{'competitionCount': 0, 'datasetCount': 33, 'name': 'random forest', 'description': None, 'totalCount': 1976, 'scriptCount': 1943, 'fullPath': 'technique > random forest', 'listingUrl': None, 'tagUrl': '/tags/random-forest', 'id': 13402, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 7, 'name': 'matplotlib', 'description': '', 'totalCount': 290, 'scriptCount': 283, 'fullPath': 'packages > matplotlib', 'listingUrl': None, 'tagUrl': '/tags/matplotlib', 'id': 16607, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 13, 'name': 'pandas', 'description': '', 'totalCount': 398, 'scriptCount': 385, 'fullPath': 'packages > pandas', 'listingUrl': None, 'tagUrl': '/tags/pandas', 'id': 16611, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 2, 'name': 'randomForest', 'description': '', 'totalCount': 52, 'scriptCount': 50, 'fullPath': 'packages > randomForest', 'listingUrl': None, 'tagUrl': '/tags/randomForest', 'id': 16616, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 1, 'name': 'sklearn', 'description': '', 'totalCount': 148, 'scriptCount': 147, 'fullPath': 'packages > sklearn', 'listingUrl': None, 'tagUrl': '/tags/sklearn', 'id': 16624, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 10, 'name': 'multilabel classification', 'description': '', 'totalCount': 102, 'scriptCount': 92, 'fullPath': 'technique > classification > multilabel classification', 'listingUrl': None, 'tagUrl': '/tags/multilabel-classification', 'id': 16636, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 1, 'name': 'ml ethics', 'description': 'A study of the ethical implications of machine learning algorithms, such as unintended biases and discriminatory outputs', 'totalCount': 27, 'scriptCount': 26, 'fullPath': 'topic > people and society > social issues and advocacy > ml ethics', 'listingUrl': None, 'tagUrl': '/tags/ml-ethics', 'id': 16643, 'isInherited': False}]",TRUE,Python,FALSE,234,2020-10-13,2020-10-13
spamdetection,0,152,15,0,2,python,R Abhilash,0,,[],TRUE,Python,FALSE,189,2020-10-14,2020-10-14
kaggle discussions: Busiest time of the day?,8,153,341,28,12,python,Carl McBride Ellis,2,bronze,[],TRUE,Python,FALSE,178,2020-10-13,2020-10-13
"Creating, Reading and Writing",95,100,386545,1782,22,python,Aleksey Bilogur,3,gold,[],TRUE,Python,TRUE,15,2020-10-01,2020-10-01
ArianaArias_Unit5StorYtelling,1,340,24,2,23,r,Ariana Arias,0,,[],TRUE,R,TRUE,23,2020-10-14,2020-10-14
Winning solutions of kaggle competitions,167,115,181736,1717,18,python,SRK,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}]",TRUE,Python,FALSE,19,2020-06-15,2020-06-15
Machine Learning Tutorial for Beginners,260,708,346548,1731,508,python,DATAI,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}]",TRUE,Python,FALSE,25,2018-07-24,2018-07-24
HousePricePrediction,0,359,37,0,2,python,Ziyue Yang,1,,"[{'competitionCount': 2, 'datasetCount': 19, 'name': 'tpu', 'description': 'This is for content that uses or relates to TPUs', 'totalCount': 77813, 'scriptCount': 77792, 'fullPath': 'admin > accelerators > tpu', 'listingUrl': None, 'tagUrl': '/tags/tpu', 'id': 16574, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,38,2020-10-14,2020-10-14
PFA-2,0,855,109,1,11,python,Gyanesh Jain,0,,[],TRUE,Python,FALSE,5,2020-10-14,2020-10-14
Titanic_Predict Survival,1,495,228,7,11,python,A SURESH,1,,[],TRUE,Python,FALSE,96,2020-10-13,2020-10-13
EDA To Prediction(DieTanic),230,1,112020,1666,46,python,Ashwini Swain,3,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 8, 'name': 'ensembling', 'description': None, 'totalCount': 661, 'scriptCount': 653, 'fullPath': 'technique > ensembling', 'listingUrl': None, 'tagUrl': '/tags/ensembling', 'id': 13305, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 36, 'name': 'model comparison', 'description': None, 'totalCount': 788, 'scriptCount': 752, 'fullPath': 'technique > model comparison', 'listingUrl': None, 'tagUrl': '/tags/model-comparison', 'id': 13315, 'isInherited': False}]",TRUE,Python,FALSE,388,2018-03-08,2018-03-08
Back to (predict) the future - Interactive M5 EDA,310,2249,89534,1634,29,markdown,Heads or Tails,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",FALSE,R,FALSE,434,2020-10-04,2020-10-04
Deep Learning Tutorial for Beginners,210,686,207647,1613,349,python,DATAI,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 125, 'name': 'neural networks', 'description': None, 'totalCount': 1841, 'scriptCount': 1716, 'fullPath': 'technique > neural networks', 'listingUrl': None, 'tagUrl': '/tags/neural-networks', 'id': 13407, 'isInherited': False}]",TRUE,Python,FALSE,49,2019-05-25,2019-05-25
Data Science Glossary on Kaggle,200,575,125855,1569,14,python,Shivam Bansal,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 5, 'name': 'advanced', 'description': None, 'totalCount': 123, 'scriptCount': 118, 'fullPath': 'audience > advanced', 'listingUrl': None, 'tagUrl': '/tags/advanced', 'id': 13104, 'isInherited': False}]",TRUE,Python,FALSE,347,2018-12-10,2018-12-10
Disappointed Face fastai,0,102,5,1,1,python,Marília Prata,3,,[],TRUE,Python,FALSE,17756,2020-10-14,2020-10-14
"COVID-19 - Analysis, Visualization & Comparisons",346,587,216833,1577,76,python,Devakumar kp,3,gold,"[{'competitionCount': 1, 'datasetCount': 143, 'name': 'diseases', 'description': 'Datasets and kernels related to various diseases. Make sure you wear goggles and gloves before touching these datasets. Also wash your hands.', 'totalCount': 268, 'scriptCount': 124, 'fullPath': 'topic > health and fitness > health > health conditions > diseases', 'listingUrl': None, 'tagUrl': '/tags/diseases', 'id': 4302, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 2644, 'name': 'health', 'description': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'totalCount': 2837, 'scriptCount': 191, 'fullPath': 'topic > health and fitness > health', 'listingUrl': None, 'tagUrl': '/tags/health', 'id': 11111, 'isInherited': False}, {'competitionCount': 8, 'datasetCount': 925, 'name': 'covid19', 'description': 'COVID-19 is a strain of coronavirus that first broke out in Wuhan, China in December 2019 and has since become a global pandemic', 'totalCount': 2256, 'scriptCount': 1323, 'fullPath': 'topic > health and fitness > health > health conditions > diseases > covid19', 'listingUrl': None, 'tagUrl': '/tags/covid19', 'id': 16575, 'isInherited': False}]",TRUE,Python,FALSE,73,2020-06-19,2020-06-19
TMDB Revenue Prediction: EDA + ML Pipeline,0,790,31,0,10,python,Nehal Bandal,1,,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 8, 'name': 'ensembling', 'description': None, 'totalCount': 661, 'scriptCount': 653, 'fullPath': 'technique > ensembling', 'listingUrl': None, 'tagUrl': '/tags/ensembling', 'id': 13305, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}]",TRUE,Python,FALSE,539,2020-10-14,2020-10-14
Hash Code Drones - Google IMT Vamo pra cima!,0,1027,432,12,14,python,Marcelo Lafetá,0,,"[{'competitionCount': 5, 'datasetCount': 17, 'name': 'optimization', 'description': None, 'totalCount': 231, 'scriptCount': 209, 'fullPath': 'technique > optimization', 'listingUrl': None, 'tagUrl': '/tags/optimization', 'id': 15002, 'isInherited': False}]",TRUE,Python,FALSE,4,2020-10-13,2020-10-13
Random Forests,2,59,362659,1504,44,python,DanB,4,gold,"[{'competitionCount': 0, 'datasetCount': 13, 'name': 'learn', 'description': 'Kaggle Learn content', 'totalCount': 363, 'scriptCount': 350, 'fullPath': 'admin > learn course', 'listingUrl': None, 'tagUrl': '/tags/learn', 'id': 16002, 'isInherited': False}]",TRUE,Python,TRUE,12,2020-10-01,2020-10-01
MOA_Simple_transfer_model [using tensorflow.keras],2,345,423,14,26,python,black_raven,1,bronze,"[{'competitionCount': 0, 'datasetCount': 47, 'name': 'transfer learning', 'description': None, 'totalCount': 490, 'scriptCount': 443, 'fullPath': 'technique > transfer learning', 'listingUrl': None, 'tagUrl': '/tags/transfer-learning', 'id': 14221, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 10, 'name': 'tensorflow', 'description': '', 'totalCount': 436, 'scriptCount': 426, 'fullPath': 'packages > tensorflow', 'listingUrl': None, 'tagUrl': '/tags/tensorflow', 'id': 16627, 'isInherited': False}]",TRUE,Python,FALSE,358,2020-10-13,2020-10-13
Credit Card Fraud Detection,0,154,10,0,1,python,Uma Kanagarajan,1,,[],TRUE,Python,FALSE,26,2020-10-14,2020-10-14
MNIST Digit Recognition with CNN Keras,0,176,121,6,3,python,Alper Kaan Sarıça,0,bronze,"[{'competitionCount': 0, 'datasetCount': 183, 'name': 'cnn', 'description': None, 'totalCount': 2137, 'scriptCount': 1954, 'fullPath': 'technique > neural networks > cnn', 'listingUrl': None, 'tagUrl': '/tags/cnn', 'id': 13415, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 9, 'name': 'keras', 'description': '', 'totalCount': 438, 'scriptCount': 429, 'fullPath': 'packages > keras', 'listingUrl': None, 'tagUrl': '/tags/keras', 'id': 16602, 'isInherited': False}]",TRUE,Python,FALSE,4,2020-10-13,2020-10-13
Submitting From A Kernel,460,1,142161,1489,9,python,DanB,4,gold,"[{'competitionCount': 0, 'datasetCount': 13, 'name': 'learn', 'description': 'Kaggle Learn content', 'totalCount': 363, 'scriptCount': 350, 'fullPath': 'admin > learn course', 'listingUrl': None, 'tagUrl': '/tags/learn', 'id': 16002, 'isInherited': False}]",TRUE,Python,FALSE,13,2018-01-22,2018-01-22
"COVID-19 Case Study - Analysis, Viz & Comparisons",400,2414,138580,1486,118,python,Tarun Kumar,2,gold,"[{'competitionCount': 2, 'datasetCount': 2644, 'name': 'health', 'description': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'totalCount': 2837, 'scriptCount': 191, 'fullPath': 'topic > health and fitness > health', 'listingUrl': None, 'tagUrl': '/tags/health', 'id': 11111, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 8, 'datasetCount': 925, 'name': 'covid19', 'description': 'COVID-19 is a strain of coronavirus that first broke out in Wuhan, China in December 2019 and has since become a global pandemic', 'totalCount': 2256, 'scriptCount': 1323, 'fullPath': 'topic > health and fitness > health > health conditions > diseases > covid19', 'listingUrl': None, 'tagUrl': '/tags/covid19', 'id': 16575, 'isInherited': False}]",TRUE,Python,FALSE,7,2020-09-20,2020-09-20
