title,totalComments,totalLines,totalViews,totalVotes,versionNumber,aceLanguageName,author.displayName,author.performanceTier,medal,categories,isNotebook,languageName,hasCollaborators,lastRunExecutionTimeSeconds,lastRunTime,scriptVersionDateCreated
Stacking House Prices - Walkthrough to Top 5%,64,1,27804,215,25,python,Arun Godwin Patel,1,gold,"[{'competitionCount': 4, 'datasetCount': 113, 'name': 'housing', 'description': 'Explore datasets, kernels, and competitions related to housing markets in this tag.', 'totalCount': 299, 'scriptCount': 182, 'fullPath': 'topic > people and society > business > real estate > housing', 'listingUrl': None, 'tagUrl': '/tags/housing', 'id': 8317, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}]",TRUE,Python,FALSE,149,2018-06-12,2018-06-12
Comprehensive Feature Engineering Tutorial,18,2652,9192,214,29,python,Pavan Sanagapati,4,gold,[],TRUE,Python,FALSE,7,2020-09-06,2020-09-06
CORD-19 Analysis with Sentence Embeddings,138,426,30329,214,103,python,David Mezzetti,2,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 5, 'datasetCount': 824, 'name': 'nlp', 'description': None, 'totalCount': 3181, 'scriptCount': 2352, 'fullPath': 'analysis > nlp', 'listingUrl': None, 'tagUrl': '/tags/nlp', 'id': 13204, 'isInherited': False}, {'competitionCount': 8, 'datasetCount': 925, 'name': 'covid19', 'description': 'COVID-19 is a strain of coronavirus that first broke out in Wuhan, China in December 2019 and has since become a global pandemic', 'totalCount': 2256, 'scriptCount': 1323, 'fullPath': 'topic > health and fitness > health > health conditions > diseases > covid19', 'listingUrl': None, 'tagUrl': '/tags/covid19', 'id': 16575, 'isInherited': False}]",TRUE,Python,FALSE,17070,2020-10-12,2020-10-12
Dog Memorizer GAN,45,565,15384,214,6,python,Chris Deotte,4,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,1934,2019-07-06,2019-07-06
keras baseline lstm + attention 5-fold,23,225,16035,214,3,python,Dieter,4,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,5541,2019-03-31,2019-03-31
My EDA - I want to see all!,44,912,12729,214,14,python,YouHan Lee,4,gold,[],TRUE,Python,FALSE,1080,2019-01-08,2019-01-08
What Does Your Smartphone Know About You?,32,826,26623,204,14,python,Data Liftoff,2,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}]",TRUE,Python,FALSE,550,2018-06-30,2018-06-30
Tutorial: Clustering wines with k-means,41,295,40240,214,47,markdown,Xavier,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 100, 'name': 'clustering', 'description': None, 'totalCount': 939, 'scriptCount': 839, 'fullPath': 'technique > clustering', 'listingUrl': None, 'tagUrl': '/tags/clustering', 'id': 13304, 'isInherited': False}]",FALSE,R,FALSE,21,2020-03-25,2020-03-25
Kiva Data Analysis w/ Naive Poverty Metric,120,2929,16197,214,103,markdown,Bukun,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 408, 'name': 'geospatial analysis', 'description': None, 'totalCount': 798, 'scriptCount': 388, 'fullPath': 'analysis > geospatial analysis', 'listingUrl': None, 'tagUrl': '/tags/geospatial-analysis', 'id': 13206, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",FALSE,R,FALSE,156,2018-05-08,2018-05-08
XGBoost + Lasso,34,576,46379,214,1,python,Human Analog,2,gold,[],FALSE,Python,FALSE,114,2016-11-02,2016-11-02
OpenVaccine - DeeperGCN,71,637,9340,213,8,python,Mickey,3,gold,"[{'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",FALSE,Python,FALSE,6247,2020-09-21,2020-09-21
Lyft: Comprehensive guide to start competition,14,467,5576,163,14,python,corochann,3,gold,"[{'competitionCount': 4, 'datasetCount': 1500, 'name': 'automobiles and vehicles', 'description': 'The automobile tag is everything about cars. Analyze insurance rates or how far you can go on one gallon of petrol.', 'totalCount': 1574, 'scriptCount': 70, 'fullPath': 'topic > science and technology > transportation > automobiles and vehicles', 'listingUrl': None, 'tagUrl': '/tags/automobiles', 'id': 12402, 'isInherited': False}, {'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 7, 'datasetCount': 402, 'name': 'computer vision', 'description': None, 'totalCount': 1304, 'scriptCount': 895, 'fullPath': 'technique > computer vision', 'listingUrl': None, 'tagUrl': '/tags/image-processing', 'id': 13207, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,174,2020-09-07,2020-09-07
【日本語】Starter Data Exploration と LSTM ,19,851,9953,213,4,python,U.takahiro,2,gold,[],TRUE,Python,FALSE,426,2020-03-19,2020-03-19
Learning Pytorch LSTM Deep Learning with M5 Data ,34,1065,9567,212,9,python,OmerS,2,gold,"[{'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'lstm', 'description': None, 'totalCount': 655, 'scriptCount': 618, 'fullPath': 'technique > neural networks > lstm', 'listingUrl': None, 'tagUrl': '/tags/lstm', 'id': 13410, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,293,2020-06-02,2020-06-02
CareerCon: Intro to APIs,27,163,13448,212,10,python,Rachael Tatman,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}]",TRUE,Python,FALSE,11,2019-04-18,2019-04-18
Understanding the problem and some sample paths,24,241,17128,212,17,python,SK,2,gold,"[{'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,1117,2018-12-06,2018-12-06
Simple Neural Net for Time Series Classification,51,346,22971,212,3,python,Siddhartha,3,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,7901,2018-11-02,2018-11-02
CNN Segmentation + connected components,44,387,26332,212,9,python,Jonne,0,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,18935,2018-09-04,2018-09-04
NY Stock Price Prediction RNN LSTM GRU,31,1,84558,212,4,python,Raoul,2,silver,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'lstm', 'description': None, 'totalCount': 655, 'scriptCount': 618, 'fullPath': 'technique > neural networks > lstm', 'listingUrl': None, 'tagUrl': '/tags/lstm', 'id': 13410, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 30, 'name': 'rnn', 'description': None, 'totalCount': 292, 'scriptCount': 262, 'fullPath': 'technique > neural networks > rnn', 'listingUrl': None, 'tagUrl': '/tags/rnn', 'id': 13416, 'isInherited': False}]",TRUE,Python,FALSE,93,2018-02-08,2018-02-08
Lyft: Complete train and prediction pipeline,22,470,2532,67,3,python,Huan Vo,1,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,7390,2020-10-11,2020-10-11
Quantile Reg. | LR-Schedulers| Checkpoints,57,794,7544,211,33,python,from coffee import *,2,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,563,2020-10-02,2020-10-02
Pytorch Starter - FasterRCNN Inference,38,172,16018,211,3,python,Peter,4,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,22,2020-05-05,2020-05-05
A baseline for DSB 2019,26,34,8319,211,4,python,Massoud Hosseinali,3,gold,[],TRUE,Python,FALSE,105,2019-10-25,2019-10-25
"Santander EDA, FE, FS and models",54,415,13329,211,29,python,Andrew Lukyanenko,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 8, 'name': 'model explainability', 'description': 'Some see machine learning models as ""black boxes"" that are difficult to interpret and explain. For this challenge, you\'re encouraged to use concepts such as feature importance, perturbation importance, and partial dependence plots to explain the predictions of an ML model.', 'totalCount': 247, 'scriptCount': 239, 'fullPath': 'technique > model explainability', 'listingUrl': None, 'tagUrl': '/tags/model-explainability', 'id': 16070, 'isInherited': False}]",TRUE,Python,FALSE,27081,2019-03-31,2019-03-31
InceptionV3 for Retinopathy (GPU-HR),35,1,46011,211,6,python,K Scott Mader,3,gold,"[{'competitionCount': 85, 'datasetCount': 1237, 'name': 'image data', 'description': None, 'totalCount': 2318, 'scriptCount': 996, 'fullPath': 'data type > image data', 'listingUrl': None, 'tagUrl': '/tags/image-data', 'id': 14102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 47, 'name': 'transfer learning', 'description': None, 'totalCount': 490, 'scriptCount': 443, 'fullPath': 'technique > transfer learning', 'listingUrl': None, 'tagUrl': '/tags/transfer-learning', 'id': 14221, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,1436,2018-05-09,2018-05-09
Seedlings - Pretrained keras models,25,1,32031,211,15,python,beluga,4,gold,"[{'competitionCount': 7, 'datasetCount': 402, 'name': 'computer vision', 'description': None, 'totalCount': 1304, 'scriptCount': 895, 'fullPath': 'technique > computer vision', 'listingUrl': None, 'tagUrl': '/tags/image-processing', 'id': 13207, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 666, 'name': 'deep learning', 'description': None, 'totalCount': 10087, 'scriptCount': 9421, 'fullPath': 'technique > deep learning', 'listingUrl': None, 'tagUrl': '/tags/deep-learning', 'id': 13310, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 183, 'name': 'cnn', 'description': None, 'totalCount': 2137, 'scriptCount': 1954, 'fullPath': 'technique > neural networks > cnn', 'listingUrl': None, 'tagUrl': '/tags/cnn', 'id': 13415, 'isInherited': False}]",TRUE,Python,FALSE,1873,2018-04-06,2018-04-06
Digging into Springleaf data,31,242,48807,211,26,markdown,Darragh,4,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",FALSE,R,FALSE,98,2015-08-31,2015-08-31
EDA and Audio Processing with Python,33,342,6571,210,10,python,Parul Pandey,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 80, 'name': 'audio data', 'description': 'In digital audio, the sound wave of the audio signal is encoded as numerical samples in continuous sequence. Ride that wave over to a dataset with this tag to analyze some audio!', 'totalCount': 174, 'scriptCount': 92, 'fullPath': 'data type > audio data', 'listingUrl': None, 'tagUrl': '/tags/audio-data', 'id': 16072, 'isInherited': False}]",TRUE,Python,FALSE,5,2020-07-02,2020-07-02
Pytorch BERT Inference,32,77,17572,210,2,python,Abhishek Thakur,4,gold,"[{'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,850,2019-05-17,2019-05-17
Simple EDA Text Preprocessing - Jigsaw ,41,598,15174,210,64,python,NZ,2,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 186, 'name': 'data cleaning', 'description': None, 'totalCount': 4594, 'scriptCount': 4408, 'fullPath': 'analysis > data cleaning', 'listingUrl': None, 'tagUrl': '/tags/data-cleaning', 'id': 13202, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,1248,2019-05-10,2019-05-10
Simple Exploratory Data Analysis - PASSNYC,82,1109,15969,210,58,python,randy lao,1,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,21,2018-07-14,2018-07-14
Comprehensive Python and D3.js Favorita analytics,31,1,28654,210,79,python,Anisotropic,4,gold,[],TRUE,Python,FALSE,68,2017-12-26,2017-12-26
Visualizing Pokémon Stats with Seaborn,58,469,36622,210,9,python,Andrew Gelé,1,gold,"[{'competitionCount': 3, 'datasetCount': 1119, 'name': 'video games', 'description': 'Video games were originally created to prevent people from going to college and getting good jobs. That back-fired and now we have data centers full of GPUs training models to tell the difference between cats and dogs. All thanks to gamers.', 'totalCount': 1434, 'scriptCount': 312, 'fullPath': 'topic > culture and humanities > games > video games', 'listingUrl': None, 'tagUrl': '/tags/video-games', 'id': 2507, 'isInherited': False}, {'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}]",TRUE,Python,FALSE,350,2016-08-30,2016-08-30
EDA: Find Me In The Clouds ,30,284,8829,199,8,python,Ekhtiar Syed,2,gold,"[{'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 501, 'name': 'data visualization', 'description': None, 'totalCount': 15641, 'scriptCount': 15140, 'fullPath': 'technique > data visualization', 'listingUrl': None, 'tagUrl': '/tags/data-visualization', 'id': 13208, 'isInherited': False}, {'competitionCount': 2, 'datasetCount': 825, 'name': 'classification', 'description': None, 'totalCount': 8695, 'scriptCount': 7868, 'fullPath': 'technique > classification', 'listingUrl': None, 'tagUrl': '/tags/classification', 'id': 13302, 'isInherited': False}]",TRUE,Python,FALSE,564,2019-08-18,2019-08-18
~Almost~ complete Feature Engineering IEEE data,32,1081,8576,209,5,python,Leonardo Ferreira ,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 186, 'name': 'data cleaning', 'description': None, 'totalCount': 4594, 'scriptCount': 4408, 'fullPath': 'analysis > data cleaning', 'listingUrl': None, 'tagUrl': '/tags/data-cleaning', 'id': 13202, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}]",TRUE,Python,FALSE,5189,2019-08-08,2019-08-08
Benchmark Kernel,16,259,15216,209,2,python,Daniel Borkan,0,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,TRUE,1162,2019-03-28,2019-03-28
Student Performance In Exams,43,147,34111,209,5,python,Jakki Seshapanpu,1,silver,[],TRUE,Python,FALSE,19,2018-12-24,2018-12-24
Explanation of Scoring Metric,17,168,11583,209,2,python,Peter,4,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}]",TRUE,Python,FALSE,18,2018-08-07,2018-08-07
TalkingData XGBoost - LB: 0.966,85,146,27517,209,82,python,João Pedro Peinado,3,gold,"[{'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 13, 'name': 'xgboost', 'description': None, 'totalCount': 1315, 'scriptCount': 1302, 'fullPath': 'packages > xgboost', 'listingUrl': None, 'tagUrl': '/tags/xgboost', 'id': 13403, 'isInherited': False}]",FALSE,Python,FALSE,2056,2018-03-31,2018-03-31
Tweet Sentiment - Insight EDA😍 ,47,1720,9026,208,20,python,Raenish David,3,gold,"[{'competitionCount': 1, 'datasetCount': 312, 'name': 'beginner', 'description': None, 'totalCount': 22580, 'scriptCount': 22267, 'fullPath': 'audience > beginner', 'listingUrl': None, 'tagUrl': '/tags/beginner', 'id': 13102, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 320, 'name': 'exploratory data analysis', 'description': None, 'totalCount': 11127, 'scriptCount': 10807, 'fullPath': 'technique > exploratory data analysis', 'listingUrl': None, 'tagUrl': '/tags/eda', 'id': 13201, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 106, 'name': 'feature engineering', 'description': None, 'totalCount': 4772, 'scriptCount': 4666, 'fullPath': 'technique > feature engineering', 'listingUrl': None, 'tagUrl': '/tags/feature-engineering', 'id': 13306, 'isInherited': False}, {'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,246,2020-06-10,2020-06-10
WaveNet-Keras,48,547,18122,198,11,python,Siavash,2,gold,"[{'competitionCount': 0, 'datasetCount': 37, 'name': 'gpu', 'description': 'This is for content that uses or relates to GPUs', 'totalCount': 1750239, 'scriptCount': 1750202, 'fullPath': 'admin > accelerators > gpu', 'listingUrl': None, 'tagUrl': '/tags/gpu', 'id': 16580, 'isInherited': False}]",TRUE,Python,FALSE,7303,2020-04-04,2020-04-04
Building and Visualizing Masks,16,48,17353,208,2,python,Giba,4,gold,[],TRUE,Python,FALSE,37,2019-07-25,2019-07-25
